0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,label,evi
"(0.05230486401244722, 38.99731216430666, 0.025178273518880207, 25368334, 307.35823313395184)","(0.02114981802364893, 36.53855921427413, 0.03907076517740885, 25896212, 304.69761085510254)","(0.0013956063513283286, 38.065241750081384, 0.0250396728515625, 24733524, 306.8024145762126)","(0.0601521482624064, 40.34247550964358, 0.023207982381184895, 23674964, 307.52280616760254)","(0.03972827717438175, 36.90506197611495, 0.03795051574707031, 26937282, 306.34782791137695)","(0.006457134225963444, 36.94008789062502, 0.03344917297363281, 26252314, 305.48201688130695)","(0.07316239432990551, 36.075001653035486, 0.04207483927408854, 26328184, 304.6204414367676)","(0.01585813848679929, 37.32039095560714, 0.026706695556640625, 25937498, 306.3452676137288)","(0.0013195161320219485, 37.515341059366904, 0.026444117228190105, 26604516, 306.20807456970215)","(0.0070143229410278484, 39.114998753865564, 0.023215611775716145, 26341432, 307.2152156829834)","(0.02418325229399393, 39.55794995625814, 0.025124867757161457, 24500128, 308.12952995300293)","(0.00027221033573150634, 38.66987317403158, 0.02631823221842448, 24178498, 306.46404965718585)","(0.10494540316793136, 38.86559193929037, 0.024473190307617188, 25187324, 305.3418827056885)","(0.16321508799577125, 32.10630315144857, 0.08258056640625, 24040496, 300.773198445638)","(0.07730984082688144, 30.563436762491904, 0.07224210103352864, 20217550, 300.63199679056805)","(0.16854207999631157, 31.250273640950525, 0.06336085001627605, 22762744, 300.9270884195964)","(0.20099401063397032, 28.826341247558616, 0.12625503540039062, 18234172, 300.04177474975586)","(0.27856715101295493, 28.17439676920577, 0.1443462371826172, 18942174, 300.0593605041504)","(0.3308814233727244, 29.305610911051474, 0.192474365234375, 21421644, 301.4003842671712)","(0.16944483272652117, 28.98158671061202, 0.26526832580566406, 24951824, 299.8885148366292)","(0.1406408697368883, 29.607544835408532, 0.2582562764485677, 26069572, 301.00503794352215)","(0.05866367398872696, 30.17416343688967, 0.19685808817545572, 25925682, 303.2853247324626)","(0.016939578793151062, 29.461879348754906, 0.16089502970377603, 24781136, 302.6478379567464)","(0.01548751706965798, 31.14899088541671, 0.11179669698079427, 24915954, 303.50406710306805)","(0.0014251149713971018, 32.01067886352541, 0.06659889221191406, 25716040, 303.3927853902181)",0,"[0.1044, 0.1148]"
"(0.0601521482624064, 40.34247550964358, 0.023207982381184895, 23674964, 307.52280616760254)","(0.03972827717438175, 36.90506197611495, 0.03795051574707031, 26937282, 306.34782791137695)","(0.006457134225963444, 36.94008789062502, 0.03344917297363281, 26252314, 305.48201688130695)","(0.07316239432990551, 36.075001653035486, 0.04207483927408854, 26328184, 304.6204414367676)","(0.01585813848679929, 37.32039095560714, 0.026706695556640625, 25937498, 306.3452676137288)","(0.0013195161320219485, 37.515341059366904, 0.026444117228190105, 26604516, 306.20807456970215)","(0.0070143229410278484, 39.114998753865564, 0.023215611775716145, 26341432, 307.2152156829834)","(0.02418325229399393, 39.55794995625814, 0.025124867757161457, 24500128, 308.12952995300293)","(0.00027221033573150634, 38.66987317403158, 0.02631823221842448, 24178498, 306.46404965718585)","(0.10494540316793136, 38.86559193929037, 0.024473190307617188, 25187324, 305.3418827056885)","(0.16321508799577125, 32.10630315144857, 0.08258056640625, 24040496, 300.773198445638)","(0.07730984082688144, 30.563436762491904, 0.07224210103352864, 20217550, 300.63199679056805)","(0.16854207999631157, 31.250273640950525, 0.06336085001627605, 22762744, 300.9270884195964)","(0.20099401063397032, 28.826341247558616, 0.12625503540039062, 18234172, 300.04177474975586)","(0.27856715101295493, 28.17439676920577, 0.1443462371826172, 18942174, 300.0593605041504)","(0.3308814233727244, 29.305610911051474, 0.192474365234375, 21421644, 301.4003842671712)","(0.16944483272652117, 28.98158671061202, 0.26526832580566406, 24951824, 299.8885148366292)","(0.1406408697368883, 29.607544835408532, 0.2582562764485677, 26069572, 301.00503794352215)","(0.05866367398872696, 30.17416343688967, 0.19685808817545572, 25925682, 303.2853247324626)","(0.016939578793151062, 29.461879348754906, 0.16089502970377603, 24781136, 302.6478379567464)","(0.01548751706965798, 31.14899088541671, 0.11179669698079427, 24915954, 303.50406710306805)","(0.0014251149713971018, 32.01067886352541, 0.06659889221191406, 25716040, 303.3927853902181)","(0.03436561622842981, 35.33349253336593, 0.03657086690266927, 25683666, 305.5056266784668)","(0.08919124611176389, 35.78992932637533, 0.040285746256510414, 25977624, 303.76900545756024)","(0.023883523659408094, 33.840783055623376, 0.04863293965657552, 24742736, 302.521203994751)",1,[0.1148]
"(1.713047623413786e-05, 35.62589225769045, 0.054356892903645836, 32111456, 304.44969940185547)","(0.0, 37.577801640828454, 0.05379295349121094, 31011664, 307.1978079477946)","(0.004502265086023346, 36.620140965779626, 0.05352910359700521, 20950332, 306.7916774749756)","(0.020852302295602594, 35.77610295613607, 0.05474980672200521, 24270720, 304.2558472951253)","(0.007546327561880156, 34.35265947977706, 0.061620076497395836, 27326456, 302.85544713338214)","(0.0009357230290770531, 35.171826934814476, 0.06024996439615885, 27994392, 303.68346214294434)","(0.05120956940948963, 35.919396336873376, 0.06014251708984375, 21447988, 304.1916675567627)","(0.04582907399306981, 32.65518468221029, 0.0820172627766927, 27078388, 301.0643736521403)","(0.050945924312574546, 36.97352816263839, 0.070159912109375, 24730844, 304.910919825236)","(0.04882670162719512, 35.31066729227706, 0.07899157206217448, 28432508, 302.87037022908527)","(0.02233544470518607, 35.21582183837893, 0.07628059387207031, 24936804, 303.08051681518555)","(0.1259015042252789, 34.63660901387533, 0.07619539896647136, 25131724, 302.7254238128662)","(0.07092991758058755, 30.929018910725915, 0.11388206481933594, 22442688, 300.5098419189453)","(0.01431990630626458, 32.729961649576865, 0.09165700276692708, 24278628, 302.15598424275714)","(0.009372131456430316, 35.44129079182943, 0.07576497395833333, 24174132, 303.78156026204425)","(0.05458638555705547, 36.342513656616234, 0.07176272074381511, 26749256, 303.3310012817383)","(0.021961932859058966, 35.982947285970056, 0.0815887451171875, 27625588, 303.9179350535075)","(0.07175675647556781, 35.00786043802901, 0.08144124348958333, 25252484, 302.94920603434247)","(0.024475581135595843, 35.60609079996749, 0.07875887552897136, 24215792, 303.6729456583659)","(0.05308254078398435, 35.028181330363, 0.0704511006673177, 20587480, 304.1269365946452)","(0.11687994141486924, 32.58351669311526, 0.10090255737304688, 24310284, 302.02724266052246)","(1.7130473996206773e-05, 34.47060928344729, 0.08577473958333333, 30381912, 303.9636656443278)","(1.7482985347681533e-05, 36.02399851481124, 0.07150586446126302, 30998700, 304.9659506479899)","(5.068744048310805e-05, 37.5658006032308, 0.06599744160970052, 30041368, 306.1678860982259)","(0.013346374566139338, 39.3975877126058, 0.06259791056315105, 26658900, 307.4811471303304)",0,[0.1592]
"(0.05120956940948963, 35.919396336873376, 0.06014251708984375, 21447988, 304.1916675567627)","(0.04582907399306981, 32.65518468221029, 0.0820172627766927, 27078388, 301.0643736521403)","(0.050945924312574546, 36.97352816263839, 0.070159912109375, 24730844, 304.910919825236)","(0.04882670162719512, 35.31066729227706, 0.07899157206217448, 28432508, 302.87037022908527)","(0.02233544470518607, 35.21582183837893, 0.07628059387207031, 24936804, 303.08051681518555)","(0.1259015042252789, 34.63660901387533, 0.07619539896647136, 25131724, 302.7254238128662)","(0.07092991758058755, 30.929018910725915, 0.11388206481933594, 22442688, 300.5098419189453)","(0.01431990630626458, 32.729961649576865, 0.09165700276692708, 24278628, 302.15598424275714)","(0.009372131456430316, 35.44129079182943, 0.07576497395833333, 24174132, 303.78156026204425)","(0.05458638555705547, 36.342513656616234, 0.07176272074381511, 26749256, 303.3310012817383)","(0.021961932859058966, 35.982947285970056, 0.0815887451171875, 27625588, 303.9179350535075)","(0.07175675647556781, 35.00786043802901, 0.08144124348958333, 25252484, 302.94920603434247)","(0.024475581135595843, 35.60609079996749, 0.07875887552897136, 24215792, 303.6729456583659)","(0.05308254078398435, 35.028181330363, 0.0704511006673177, 20587480, 304.1269365946452)","(0.11687994141486924, 32.58351669311526, 0.10090255737304688, 24310284, 302.02724266052246)","(1.7130473996206773e-05, 34.47060928344729, 0.08577473958333333, 30381912, 303.9636656443278)","(1.7482985347681533e-05, 36.02399851481124, 0.07150586446126302, 30998700, 304.9659506479899)","(5.068744048310805e-05, 37.5658006032308, 0.06599744160970052, 30041368, 306.1678860982259)","(0.013346374566139338, 39.3975877126058, 0.06259791056315105, 26658900, 307.4811471303304)","(0.0021422484084952773, 38.815466817220056, 0.06382433573404948, 27946276, 305.5608278910319)","(0.022404553279280662, 38.81549097696944, 0.06208101908365885, 25919216, 308.3033154805501)","(0.04776470067575298, 38.73445409138998, 0.06444422403971355, 24831124, 306.73534901936847)","(0.03487532021066256, 36.325017547607445, 0.07928148905436198, 25975168, 304.48065121968585)","(0.001250701280367807, 37.89670333862307, 0.06651369730631511, 24436424, 306.1871802012126)","(0.09095708903595309, 39.57156079610189, 0.06488037109375, 23294350, 306.77850278218585)",0,"[0.1592, 0.1517]"
"(0.009372131456430316, 35.44129079182943, 0.07576497395833333, 24174132, 303.78156026204425)","(0.05458638555705547, 36.342513656616234, 0.07176272074381511, 26749256, 303.3310012817383)","(0.021961932859058966, 35.982947285970056, 0.0815887451171875, 27625588, 303.9179350535075)","(0.07175675647556781, 35.00786043802901, 0.08144124348958333, 25252484, 302.94920603434247)","(0.024475581135595843, 35.60609079996749, 0.07875887552897136, 24215792, 303.6729456583659)","(0.05308254078398435, 35.028181330363, 0.0704511006673177, 20587480, 304.1269365946452)","(0.11687994141486924, 32.58351669311526, 0.10090255737304688, 24310284, 302.02724266052246)","(1.7130473996206773e-05, 34.47060928344729, 0.08577473958333333, 30381912, 303.9636656443278)","(1.7482985347681533e-05, 36.02399851481124, 0.07150586446126302, 30998700, 304.9659506479899)","(5.068744048310805e-05, 37.5658006032308, 0.06599744160970052, 30041368, 306.1678860982259)","(0.013346374566139338, 39.3975877126058, 0.06259791056315105, 26658900, 307.4811471303304)","(0.0021422484084952773, 38.815466817220056, 0.06382433573404948, 27946276, 305.5608278910319)","(0.022404553279280662, 38.81549097696944, 0.06208101908365885, 25919216, 308.3033154805501)","(0.04776470067575298, 38.73445409138998, 0.06444422403971355, 24831124, 306.73534901936847)","(0.03487532021066256, 36.325017547607445, 0.07928148905436198, 25975168, 304.48065121968585)","(0.001250701280367807, 37.89670333862307, 0.06651369730631511, 24436424, 306.1871802012126)","(0.09095708903595309, 39.57156079610189, 0.06488037109375, 23294350, 306.77850278218585)","(0.053761775969712274, 36.41433931986495, 0.08406384785970052, 27050094, 306.04745356241864)","(0.0018360117807973324, 36.63670247395834, 0.08082326253255208, 26166958, 305.32055854797363)","(0.01010111543238163, 37.48605308532717, 0.06985282897949219, 26130500, 304.7303860982259)","(0.018766799789723444, 37.93529980977377, 0.06565284729003906, 25916090, 306.2924518585205)","(0.0021244139350901094, 37.10095303853353, 0.06712913513183594, 26211496, 305.74087079366046)","(0.007658475847564904, 38.550138727823935, 0.06259473164876302, 25924576, 306.7921199798584)","(0.06939950103573987, 38.74601961771651, 0.06772422790527344, 24262064, 307.57069206237793)","(0.002939167633652687, 37.53738619486495, 0.07462628682454427, 24241638, 305.98821957906085)",0,[0.1517]
"(0.11687994141486924, 32.58351669311526, 0.10090255737304688, 24310284, 302.02724266052246)","(1.7130473996206773e-05, 34.47060928344729, 0.08577473958333333, 30381912, 303.9636656443278)","(1.7482985347681533e-05, 36.02399851481124, 0.07150586446126302, 30998700, 304.9659506479899)","(5.068744048310805e-05, 37.5658006032308, 0.06599744160970052, 30041368, 306.1678860982259)","(0.013346374566139338, 39.3975877126058, 0.06259791056315105, 26658900, 307.4811471303304)","(0.0021422484084952773, 38.815466817220056, 0.06382433573404948, 27946276, 305.5608278910319)","(0.022404553279280662, 38.81549097696944, 0.06208101908365885, 25919216, 308.3033154805501)","(0.04776470067575298, 38.73445409138998, 0.06444422403971355, 24831124, 306.73534901936847)","(0.03487532021066256, 36.325017547607445, 0.07928148905436198, 25975168, 304.48065121968585)","(0.001250701280367807, 37.89670333862307, 0.06651369730631511, 24436424, 306.1871802012126)","(0.09095708903595309, 39.57156079610189, 0.06488037109375, 23294350, 306.77850278218585)","(0.053761775969712274, 36.41433931986495, 0.08406384785970052, 27050094, 306.04745356241864)","(0.0018360117807973324, 36.63670247395834, 0.08082326253255208, 26166958, 305.32055854797363)","(0.01010111543238163, 37.48605308532717, 0.06985282897949219, 26130500, 304.7303860982259)","(0.018766799789723444, 37.93529980977377, 0.06565284729003906, 25916090, 306.2924518585205)","(0.0021244139350901094, 37.10095303853353, 0.06712913513183594, 26211496, 305.74087079366046)","(0.007658475847564904, 38.550138727823935, 0.06259473164876302, 25924576, 306.7921199798584)","(0.06939950103573987, 38.74601961771651, 0.06772422790527344, 24262064, 307.57069206237793)","(0.002939167633652687, 37.53738619486495, 0.07462628682454427, 24241638, 305.98821957906085)","(0.06642060073944739, 38.04560496012374, 0.06721878051757812, 25399970, 304.7167199452718)","(0.26884795142496, 31.833516693115257, 0.13466962178548178, 23685978, 300.4019419352214)","(0.09841200844813636, 30.299113845825218, 0.13328933715820312, 20738024, 299.97892061869305)","(0.26970107269211996, 30.908314005533896, 0.1351909637451172, 22768964, 300.2806040445964)","(0.5746883488155852, 27.808681742350302, 0.27138201395670575, 18277600, 299.1131451924642)","(0.174768187388716, 27.3720692952474, 0.2924486796061198, 19155418, 299.4407081604004)",1,"[0.1517, 0.2008]"
"(0.04776470067575298, 38.73445409138998, 0.06444422403971355, 24831124, 306.73534901936847)","(0.03487532021066256, 36.325017547607445, 0.07928148905436198, 25975168, 304.48065121968585)","(0.001250701280367807, 37.89670333862307, 0.06651369730631511, 24436424, 306.1871802012126)","(0.09095708903595309, 39.57156079610189, 0.06488037109375, 23294350, 306.77850278218585)","(0.053761775969712274, 36.41433931986495, 0.08406384785970052, 27050094, 306.04745356241864)","(0.0018360117807973324, 36.63670247395834, 0.08082326253255208, 26166958, 305.32055854797363)","(0.01010111543238163, 37.48605308532717, 0.06985282897949219, 26130500, 304.7303860982259)","(0.018766799789723444, 37.93529980977377, 0.06565284729003906, 25916090, 306.2924518585205)","(0.0021244139350901094, 37.10095303853353, 0.06712913513183594, 26211496, 305.74087079366046)","(0.007658475847564904, 38.550138727823935, 0.06259473164876302, 25924576, 306.7921199798584)","(0.06939950103573987, 38.74601961771651, 0.06772422790527344, 24262064, 307.57069206237793)","(0.002939167633652687, 37.53738619486495, 0.07462628682454427, 24241638, 305.98821957906085)","(0.06642060073944739, 38.04560496012374, 0.06721878051757812, 25399970, 304.7167199452718)","(0.26884795142496, 31.833516693115257, 0.13466962178548178, 23685978, 300.4019419352214)","(0.09841200844813636, 30.299113845825218, 0.13328933715820312, 20738024, 299.97892061869305)","(0.26970107269211996, 30.908314005533896, 0.1351909637451172, 22768964, 300.2806040445964)","(0.5746883488155852, 27.808681742350302, 0.27138201395670575, 18277600, 299.1131451924642)","(0.174768187388716, 27.3720692952474, 0.2924486796061198, 19155418, 299.4407081604004)","(0.3441821835703639, 28.857531483968103, 0.27512359619140625, 21253256, 300.7955665588379)","(0.14660615089456527, 28.93145650227865, 0.3140449523925781, 24800856, 299.6227270762126)","(0.1377926344352149, 29.784546788533532, 0.27953465779622394, 25951204, 300.94131724039715)","(0.04882010238691889, 30.750660832722986, 0.2294457753499349, 25795360, 302.9178117116292)","(0.028060896324319524, 29.715785598754906, 0.19894790649414062, 24505544, 302.04586855570477)","(0.021499610864003836, 31.227766927083337, 0.15856552124023438, 24829844, 302.92284965515137)","(0.003097096559403121, 31.914568837483728, 0.12086041768391927, 25462274, 302.6066525777181)",1,"[0.1517, 0.2008]"
"(0.007578007215259254, 37.077556864420615, 0.027419408162434895, 25444024, 304.36632410685223)","(0.11856179838403563, 36.95545667012533, 0.027617136637369793, 24627460, 303.9628098805745)","(0.035369509174627944, 32.604800160725915, 0.05824406941731771, 22858192, 301.4175567626953)","(0.0025714490145422814, 35.022930399576865, 0.03214581807454427, 24833348, 303.2817980448405)","(0.026060854345555662, 38.03186696370443, 0.024157206217447918, 24157796, 304.93455505371094)","(0.028905921685695647, 37.12905337015792, 0.03104082743326823, 26870908, 304.1686477661133)","(0.004561591139670003, 39.074500020345056, 0.024706522623697918, 28807796, 305.2356433868408)","(0.0023149611741304396, 38.95097567240401, 0.022769927978515625, 25529556, 304.5449905395508)","(0.0006249104477415528, 39.321504211425804, 0.022633870442708332, 25551196, 305.3709437052409)","(0.07344082326362816, 36.942162450154626, 0.022182464599609375, 20798388, 304.8747393290202)","(0.022843003623760155, 34.88364690144857, 0.043146769205729164, 24714260, 303.14467430114746)","(1.7130473996206773e-05, 37.5471066792806, 0.025269826253255207, 30693252, 304.85079129536945)","(1.7482985347681533e-05, 38.15868275960287, 0.02234331766764323, 30991096, 305.71017265319824)","(5.068744048310805e-05, 39.22237612406417, 0.021567662556966145, 30329472, 306.9153633117676)","(0.017165532509268878, 40.856002426147484, 0.02103106180826823, 27709336, 308.61705207824707)","(0.011002577504514546, 40.43151499430343, 0.026747385660807293, 28532168, 306.75988388061523)","(0.011847016206383705, 40.56158472696944, 0.02368609110514323, 26173740, 309.3569450378418)","(0.0482797883369001, 40.76969172159835, 0.02405865987141927, 24570140, 307.96329498291016)","(0.03712926872333593, 37.46425908406576, 0.03956794738769531, 26464098, 305.5283400217692)","(0.004183415651750997, 39.343399302164755, 0.024613698323567707, 24421132, 307.0027726491292)","(0.20297398883029322, 40.58856925964358, 0.029733022054036457, 23844758, 307.30438168843585)","(0.0713873952083273, 35.55496431986495, 0.07500902811686198, 27251162, 306.31983311971027)","(0.0008163963422168195, 35.80393880208334, 0.0516351064046224, 26000396, 305.7384459177653)","(0.0006746592372655868, 38.11463381449386, 0.02621777852376302, 25854168, 305.1761054992676)","(0.0727723917425242, 39.38329785664877, 0.023479461669921875, 26150148, 307.1348997751872)",0,"[0.1749, 0.1821]"
"(0.0023149611741304396, 38.95097567240401, 0.022769927978515625, 25529556, 304.5449905395508)","(0.0006249104477415528, 39.321504211425804, 0.022633870442708332, 25551196, 305.3709437052409)","(0.07344082326362816, 36.942162450154626, 0.022182464599609375, 20798388, 304.8747393290202)","(0.022843003623760155, 34.88364690144857, 0.043146769205729164, 24714260, 303.14467430114746)","(1.7130473996206773e-05, 37.5471066792806, 0.025269826253255207, 30693252, 304.85079129536945)","(1.7482985347681533e-05, 38.15868275960287, 0.02234331766764323, 30991096, 305.71017265319824)","(5.068744048310805e-05, 39.22237612406417, 0.021567662556966145, 30329472, 306.9153633117676)","(0.017165532509268878, 40.856002426147484, 0.02103106180826823, 27709336, 308.61705207824707)","(0.011002577504514546, 40.43151499430343, 0.026747385660807293, 28532168, 306.75988388061523)","(0.011847016206383705, 40.56158472696944, 0.02368609110514323, 26173740, 309.3569450378418)","(0.0482797883369001, 40.76969172159835, 0.02405865987141927, 24570140, 307.96329498291016)","(0.03712926872333593, 37.46425908406576, 0.03956794738769531, 26464098, 305.5283400217692)","(0.004183415651750997, 39.343399302164755, 0.024613698323567707, 24421132, 307.0027726491292)","(0.20297398883029322, 40.58856925964358, 0.029733022054036457, 23844758, 307.30438168843585)","(0.0713873952083273, 35.55496431986495, 0.07500902811686198, 27251162, 306.31983311971027)","(0.0008163963422168195, 35.80393880208334, 0.0516351064046224, 26000396, 305.7384459177653)","(0.0006746592372655868, 38.11463381449386, 0.02621777852376302, 25854168, 305.1761054992676)","(0.0727723917425242, 39.38329785664877, 0.023479461669921875, 26150148, 307.1348997751872)","(6.40632905016389e-05, 36.756307856241904, 0.03990300496419271, 25767324, 305.96653811136883)","(0.0034509488478529134, 39.486906305948935, 0.023909250895182293, 25601540, 307.5024878184001)","(0.011573577819396951, 40.69483146667483, 0.023423512776692707, 24061632, 308.43869336446124)","(0.01674680224955082, 39.41531588236495, 0.026543935139973957, 24919870, 306.8984572092692)","(0.030143880221573625, 40.062043762207054, 0.023824055989583332, 25943204, 305.3888390858968)","(0.38463414304489263, 32.25417098999026, 0.1133880615234375, 24237308, 300.7259165445964)","(0.04003227799702933, 30.518270746866904, 0.10137621561686198, 22212660, 300.21996879577637)",0,[0.1821]
"(0.017165532509268878, 40.856002426147484, 0.02103106180826823, 27709336, 308.61705207824707)","(0.011002577504514546, 40.43151499430343, 0.026747385660807293, 28532168, 306.75988388061523)","(0.011847016206383705, 40.56158472696944, 0.02368609110514323, 26173740, 309.3569450378418)","(0.0482797883369001, 40.76969172159835, 0.02405865987141927, 24570140, 307.96329498291016)","(0.03712926872333593, 37.46425908406576, 0.03956794738769531, 26464098, 305.5283400217692)","(0.004183415651750997, 39.343399302164755, 0.024613698323567707, 24421132, 307.0027726491292)","(0.20297398883029322, 40.58856925964358, 0.029733022054036457, 23844758, 307.30438168843585)","(0.0713873952083273, 35.55496431986495, 0.07500902811686198, 27251162, 306.31983311971027)","(0.0008163963422168195, 35.80393880208334, 0.0516351064046224, 26000396, 305.7384459177653)","(0.0006746592372655868, 38.11463381449386, 0.02621777852376302, 25854168, 305.1761054992676)","(0.0727723917425242, 39.38329785664877, 0.023479461669921875, 26150148, 307.1348997751872)","(6.40632905016389e-05, 36.756307856241904, 0.03990300496419271, 25767324, 305.96653811136883)","(0.0034509488478529134, 39.486906305948935, 0.023909250895182293, 25601540, 307.5024878184001)","(0.011573577819396951, 40.69483146667483, 0.023423512776692707, 24061632, 308.43869336446124)","(0.01674680224955082, 39.41531588236495, 0.026543935139973957, 24919870, 306.8984572092692)","(0.030143880221573625, 40.062043762207054, 0.023824055989583332, 25943204, 305.3888390858968)","(0.38463414304489263, 32.25417098999026, 0.1133880615234375, 24237308, 300.7259165445964)","(0.04003227799702933, 30.518270746866904, 0.10137621561686198, 22212660, 300.21996879577637)","(0.13710295953973523, 31.65668640136721, 0.07329114278157552, 23614658, 300.7716522216797)","(0.7824481942810069, 28.316005961100302, 0.21224466959635416, 18234586, 299.51931381225586)","(0.11029892399602914, 27.9318837483724, 0.2754783630371094, 19981252, 300.0569190979004)","(0.30352487129191436, 29.26882705688479, 0.2545083363850911, 21330688, 301.1764259338379)","(0.13336288339714497, 29.34063618977865, 0.27589670817057294, 24964676, 300.3554744720459)","(0.024923904021301162, 30.412964757283532, 0.23142242431640625, 26158634, 301.6358159383138)","(0.017723004830625878, 31.329843775431357, 0.16687138875325522, 25869126, 303.9601294199626)",0,"[0.1821, 0.2058]"
"(0.0713873952083273, 35.55496431986495, 0.07500902811686198, 27251162, 306.31983311971027)","(0.0008163963422168195, 35.80393880208334, 0.0516351064046224, 26000396, 305.7384459177653)","(0.0006746592372655868, 38.11463381449386, 0.02621777852376302, 25854168, 305.1761054992676)","(0.0727723917425242, 39.38329785664877, 0.023479461669921875, 26150148, 307.1348997751872)","(6.40632905016389e-05, 36.756307856241904, 0.03990300496419271, 25767324, 305.96653811136883)","(0.0034509488478529134, 39.486906305948935, 0.023909250895182293, 25601540, 307.5024878184001)","(0.011573577819396951, 40.69483146667483, 0.023423512776692707, 24061632, 308.43869336446124)","(0.01674680224955082, 39.41531588236495, 0.026543935139973957, 24919870, 306.8984572092692)","(0.030143880221573625, 40.062043762207054, 0.023824055989583332, 25943204, 305.3888390858968)","(0.38463414304489263, 32.25417098999026, 0.1133880615234375, 24237308, 300.7259165445964)","(0.04003227799702933, 30.518270746866904, 0.10137621561686198, 22212660, 300.21996879577637)","(0.13710295953973523, 31.65668640136721, 0.07329114278157552, 23614658, 300.7716522216797)","(0.7824481942810069, 28.316005961100302, 0.21224466959635416, 18234586, 299.51931381225586)","(0.11029892399602914, 27.9318837483724, 0.2754783630371094, 19981252, 300.0569190979004)","(0.30352487129191436, 29.26882705688479, 0.2545083363850911, 21330688, 301.1764259338379)","(0.13336288339714497, 29.34063618977865, 0.27589670817057294, 24964676, 300.3554744720459)","(0.024923904021301162, 30.412964757283532, 0.23142242431640625, 26158634, 301.6358159383138)","(0.017723004830625878, 31.329843775431357, 0.16687138875325522, 25869126, 303.9601294199626)","(0.05124336103717773, 30.47962023417159, 0.1257603963216146, 23751832, 302.3121445973714)","(0.00634265777357453, 32.57265625000002, 0.07837867736816406, 24816166, 303.13403129577637)","(0.0006178705275036691, 34.29249852498373, 0.04311052958170573, 25383290, 303.1842892964681)","(0.03218734688237144, 37.66877899169924, 0.026827494303385418, 26298744, 305.4578564961751)","(0.00969644151486295, 38.02454846700033, 0.03127606709798177, 26084172, 304.67224438985187)","(0.055016994148492815, 35.92517433166506, 0.03812472025553385, 24570686, 303.3970177968343)","(0.18500560461358848, 34.9735097249349, 0.05904706319173177, 24661162, 302.98505719502765)",0,[0.2058]
"(0.01674680224955082, 39.41531588236495, 0.026543935139973957, 24919870, 306.8984572092692)","(0.030143880221573625, 40.062043762207054, 0.023824055989583332, 25943204, 305.3888390858968)","(0.38463414304489263, 32.25417098999026, 0.1133880615234375, 24237308, 300.7259165445964)","(0.04003227799702933, 30.518270746866904, 0.10137621561686198, 22212660, 300.21996879577637)","(0.13710295953973523, 31.65668640136721, 0.07329114278157552, 23614658, 300.7716522216797)","(0.7824481942810069, 28.316005961100302, 0.21224466959635416, 18234586, 299.51931381225586)","(0.11029892399602914, 27.9318837483724, 0.2754783630371094, 19981252, 300.0569190979004)","(0.30352487129191436, 29.26882705688479, 0.2545083363850911, 21330688, 301.1764259338379)","(0.13336288339714497, 29.34063618977865, 0.27589670817057294, 24964676, 300.3554744720459)","(0.024923904021301162, 30.412964757283532, 0.23142242431640625, 26158634, 301.6358159383138)","(0.017723004830625878, 31.329843775431357, 0.16687138875325522, 25869126, 303.9601294199626)","(0.05124336103717773, 30.47962023417159, 0.1257603963216146, 23751832, 302.3121445973714)","(0.00634265777357453, 32.57265625000002, 0.07837867736816406, 24816166, 303.13403129577637)","(0.0006178705275036691, 34.29249852498373, 0.04311052958170573, 25383290, 303.1842892964681)","(0.03218734688237144, 37.66877899169924, 0.026827494303385418, 26298744, 305.4578564961751)","(0.00969644151486295, 38.02454846700033, 0.03127606709798177, 26084172, 304.67224438985187)","(0.055016994148492815, 35.92517433166506, 0.03812472025553385, 24570686, 303.3970177968343)","(0.18500560461358848, 34.9735097249349, 0.05904706319173177, 24661162, 302.98505719502765)","(0.3433790240160653, 32.495560582478845, 0.11175537109375, 24755912, 301.8662001291911)","(0.13766955597172467, 31.827615992228232, 0.11655807495117188, 22688674, 301.94237836201984)","(0.04366558408754327, 31.6518379211426, 0.11340268452962239, 21735918, 302.37755966186523)","(0.10391418368517912, 32.47691370646163, 0.09087498982747395, 24991394, 302.2186336517334)","(0.14792097374647525, 31.676935450236044, 0.10334523518880208, 23594282, 301.10376167297363)","(0.0028287428980061156, 32.54916788736983, 0.07741546630859375, 26043370, 301.48998069763184)","(0.011660106261070132, 34.642448043823265, 0.042742411295572914, 24582238, 303.4701499938965)",1,"[0.2058, 0.2876]"
